Column,Value,Count
색상_L*,44.9625,1
색상_L*,80.263,1
색상_L*,80.3865,1
색상_L*,80.715,1
색상_L*,84.778,1
색상_L*,74.8015,1
색상_L*,74.7465,1
색상_L*,74.744,1
색상_L*,75.0205,1
색상_L*,74.8255,1
색상_L*,74.9175,1
색상_L*,75.01,1
색상_L*,75.1265,1
색상_L*,85.014,1
색상_L*,84.633,1
색상_L*,79.614,1
색상_L*,84.6905,1
색상_L*,84.7725,1
색상_L*,84.735,1
색상_L*,84.755,1
색상_L*,84.6215,1
색상_L*,84.809,1
색상_L*,74.35,1
색상_L*,74.369,1
색상_L*,74.079,1
색상_L*,74.8555,1
색상_L*,74.989,1
색상_L*,83.5115,1
색상_L*,83.2475,1
색상_L*,79.433,1
색상_L*,79.3715,1
색상_L*,79.544,1
색상_L*,79.6375,1
색상_L*,79.6065,1
색상_L*,79.749,1
색상_L*,79.759,1
색상_L*,82.3205,1
색상_L*,82.259,1
색상_L*,82.195,1
색상_L*,82.274,1
색상_L*,82.2965,1
색상_L*,82.265,1
색상_L*,83.5125,1
색상_L*,83.284,1
색상_L*,83.294,1
색상_L*,83.285,1
색상_L*,83.3215,1
색상_L*,83.38,1
색상_L*,26.1765,1
색상_L*,26.4155,1
색상_L*,53.588,1
색상_L*,34.9325,1
색상_L*,45.1465,1
색상_L*,45.2375,1
색상_L*,34.574,1
색상_L*,34.588,1
색상_L*,34.415,1
색상_L*,34.475,1
색상_L*,34.7555,1
색상_L*,34.8615,1
색상_L*,34.909,1
색상_L*,34.755,1
색상_L*,44.8015,1
색상_L*,58.0115,1
색상_L*,78.684,1
색상_L*,57.073,1
색상_L*,56.989,1
색상_L*,56.9825,1
색상_L*,56.959,1
색상_L*,57.0015,1
색상_L*,56.8155,1
색상_L*,29.374,1
색상_L*,44.934,1
색상_L*,44.618,1
색상_L*,21.424,1
색상_L*,44.7815,1
색상_L*,53.798,1
색상_L*,53.9165,1
색상_L*,53.853,1
색상_L*,43.538,1
색상_L*,43.81,1
색상_L*,44.324,1
색상_L*,44.2265,1
색상_L*,44.315,1
색상_L*,44.4705,1
색상_L*,63.253,1
색상_L*,44.4565,1
색상_L*,63.163,1
색상_L*,63.1425,1
색상_L*,63.129,1
색상_L*,63.1575,1
색상_L*,63.084,1
색상_L*,63.058,1
색상_L*,63.069,1
색상_L*,45.0855,1
색상_L*,45.384,1
색상_L*,28.729,1
색상_L*,29.0105,1
색상_L*,29.1175,1
색상_L*,29.924,1
색상_L*,50.7675,1
색상_L*,50.819,1
색상_L*,50.833,1
색상_L*,50.584,1
색상_L*,30.693,1
색상_L*,30.0955,1
색상_L*,29.5325,1
색상_L*,29.7955,1
색상_L*,29.979,1
색상_L*,29.885,1
색상_L*,29.304,1
색상_L*,30.1025,1
색상_L*,30.0565,1
색상_L*,24.409,1
색상_L*,21.5355,1
색상_L*,21.414,1
색상_L*,21.474,1
색상_L*,21.388,1
색상_L*,21.489,1
색상_L*,21.5905,1
색상_L*,50.91,1
색상_L*,50.793,1
색상_L*,25.784,1
색상_L*,25.704,1
색상_L*,29.3115,1
색상_L*,29.3705,1
색상_L*,29.3715,1
색상_L*,29.4365,1
색상_L*,35.3015,1
색상_L*,34.37,1
색상_L*,34.6555,1
색상_L*,35.004,1
색상_L*,35.088,1
색상_L*,35.2025,1
색상_L*,35.33,1
색상_L*,35.318,1
색상_L*,35.504,1
색상_L*,25.933,1
색상_L*,25.1515,1
색상_L*,25.429,1
색상_L*,25.489,1
색상_L*,25.5115,1
색상_L*,25.648,1
색상_L*,78.5225,1
색상_L*,50.51,1
색상_L*,29.934,1
색상_L*,48.4125,1
색상_L*,30.885,1
색상_L*,30.835,1
색상_L*,52.60333333,1
색상_L*,31.52,1
색상_L*,31.59,1
색상_L*,32.035,1
색상_L*,32.495,1
색상_L*,31.15,1
색상_L*,48.33,1
색상_L*,48.265,1
색상_L*,48.3,1
색상_L*,48.29,1
색상_L*,48.17,1
색상_L*,48.75,1
색상_L*,48.45,1
색상_L*,48.355,1
색상_L*,48.26125,1
색상_L*,48.25,1
색상_L*,62.98833333,1
색상_L*,48.245,1
색상_L*,48.58,1
색상_L*,32.65,1
색상_L*,31.02,1
색상_L*,31.1,1
색상_L*,51.6925,1
색상_L*,37.005,1
색상_L*,37.06,1
색상_L*,37.205,1
색상_L*,37.055,1
색상_L*,54.8905,1
색상_L*,51.549,1
색상_L*,51.293,1
색상_L*,51.77,1
색상_L*,51.505,1
색상_L*,51.8625,1
색상_L*,31.95,1
색상_L*,51.67,1
색상_L*,71.1475,1
색상_L*,71.665,1
색상_L*,70.755,1
색상_L*,31.595,1
색상_L*,31.63,1
색상_L*,31.855,1
색상_L*,31.65,1
색상_L*,31.895,1
색상_L*,48.08,1
색상_L*,48.04,1
색상_L*,36.539,1
색상_L*,69.1,1
색상_L*,55.035,1
색상_L*,54.694,1
색상_L*,55.41,1
색상_L*,55.3175,1
색상_L*,55.2915,1
색상_L*,53.6165,1
색상_L*,68.294,1
색상_L*,55.969,1
색상_L*,54.903,1
색상_L*,54.764,1
색상_L*,55.7905,1
색상_L*,55.51,1
색상_L*,55.4405,1
색상_L*,52.9875,1
색상_L*,70.379,1
색상_L*,55.1625,1
색상_L*,55.6205,1
색상_L*,56.8775,1
색상_L*,56.2025,1
색상_L*,55.4075,1
색상_L*,53.4455,1
색상_L*,55.918,1
색상_L*,57.6465,1
색상_L*,56.768,1
색상_L*,76.5055,1
색상_L*,69.4875,1
색상_L*,69.125,1
색상_L*,76.233,1
색상_L*,76.334,1
색상_L*,76.049,1
색상_L*,76.2225,1
색상_L*,76.219,1
색상_L*,76.1965,1
색상_L*,76.4365,1
색상_L*,76.669,1
색상_L*,65.4965,1
색상_L*,70.57,1
색상_L*,70.1715,1
색상_L*,69.3415,1
색상_L*,70.078,1
색상_L*,70.265,1
색상_L*,70.158,1
색상_L*,70.289,1
색상_L*,70.3155,1
색상_L*,70.5365,1
색상_L*,37.21625,1
색상_L*,36.788,1
색상_L*,29.763,1
색상_L*,25.045,1
색상_L*,28.67,1
색상_L*,28.685,1
색상_L*,28.475,1
색상_L*,46.93,1
색상_L*,47.07375,1
색상_L*,47.21,1
색상_L*,47.055,1
색상_L*,47.26,1
색상_L*,47.095,1
색상_L*,75.1525,1
색상_L*,75.4325,1
색상_L*,75.505,1
색상_L*,43.7525,1
색상_L*,40.765,1
색상_L*,40.448,1
색상_L*,41.9175,1
색상_L*,40.835,1
색상_L*,41.4475,1
색상_L*,41.395,1
색상_L*,40.79,1
색상_L*,25.14,1
색상_L*,28.585,1
색상_L*,28.66875,1
색상_L*,28.1665,1
색상_L*,57.645,1
색상_L*,32.8965,1
색상_L*,30.4405,1
색상_L*,30.264,1
색상_L*,30.83,1
색상_L*,30.8525,1
색상_L*,30.935,1
색상_L*,57.475,1
색상_L*,57.625,1
색상_L*,57.64,1
색상_L*,63.265,1
색상_L*,28.444,1
색상_L*,57.77,1
색상_L*,57.665,1
색상_L*,57.66,1
색상_L*,57.555,1
색상_L*,57.63,1
색상_L*,57.49,1
색상_L*,57.505,1
색상_L*,57.61,1
색상_L*,30.0615,1
색상_L*,25.305,1
색상_L*,25.265,1
색상_L*,40.255,1
색상_L*,25.03,1
색상_L*,23.24,1
색상_L*,46.42833333,1
색상_L*,23.305,1
색상_L*,23.46,1
색상_L*,23.6675,1
색상_L*,23.7975,1
색상_L*,23.49,1
색상_L*,44.035,1
색상_L*,43.91,1
색상_L*,43.92,1
색상_L*,43.78,1
색상_L*,44.275,1
색상_L*,43.83,1
색상_L*,43.64,1
색상_L*,43.78375,1
색상_L*,43.69,1
색상_L*,43.865,1
색상_L*,43.87,1
색상_L*,43.72,1
색상_L*,43.8175,1
색상_L*,43.9,1
색상_L*,23.14,1
색상_L*,23.7325,1
색상_L*,23.09,1
색상_L*,55.728,1
색상_L*,25.25,1
색상_L*,25.295,1
색상_L*,25.56,1
색상_L*,25.2,1
색상_L*,25.07,1
색상_L*,47.91,1
색상_L*,25.16,1
색상_L*,25.3,1
색상_L*,25.7075,1
색상_L*,54.1415,1
색상_L*,23.145,1
색상_L*,53.779,1
색상_L*,54.55125,1
색상_L*,54.46,1
색상_L*,23.285,1
색상_L*,23.415,1
색상_L*,23.52,1
색상_L*,23.365,1
색상_L*,23.295,1
색상_L*,23.115,1
색상_L*,53.2165,1
색상_L*,68.5355,1
색상_L*,57.493,1
색상_L*,33.8515,1
색상_L*,63.698,1
색상_L*,63.679,1
색상_L*,63.724,1
색상_L*,63.6415,1
색상_L*,63.7675,1
색상_L*,63.819,1
색상_L*,43.814,1
색상_L*,44.0475,1
색상_L*,43.289,1
색상_L*,43.4775,1
색상_L*,43.5165,1
색상_L*,43.764,1
색상_L*,43.984,1
색상_L*,43.849,1
색상_L*,44.079,1
색상_L*,34.3125,1
색상_L*,34.1415,1
색상_L*,33.579,1
색상_L*,33.635,1
색상_L*,33.848,1
색상_L*,33.8215,1
색상_L*,63.5,1
색상_L*,63.79,1
색상_L*,63.845,1
색상_L*,27.973,1
색상_L*,19.305,1
색상_L*,19.2315,1
색상_L*,19.279,1
색상_L*,19.003,1
색상_L*,75.987125,1
색상_L*,75.8715,1
색상_L*,76.00475,1
색상_L*,28.0115,1
색상_L*,28.02,1
색상_L*,28.1125,1
색상_L*,71.2305,1
색상_L*,28.2325,1
색상_L*,28.408,1
색상_L*,70.7865,1
색상_L*,70.6475,1
색상_L*,70.8815,1
색상_L*,70.865,1
색상_L*,70.875,1
색상_L*,70.949,1
색상_L*,71.064,1
색상_L*,33.8015,1
색상_L*,33.9315,1
색상_L*,54.5565,1
색상_L*,26.119,1
색상_L*,18.2965,1
색상_L*,18.3505,1
색상_L*,18.285,1
색상_L*,17.0965,1
색상_L*,16.6115,1
색상_L*,16.5865,1
색상_L*,16.669,1
색상_L*,16.6915,1
색상_L*,16.7715,1
색상_L*,16.7355,1
색상_L*,16.503,1
색상_L*,16.64,1
색상_L*,16.584,1
색상_L*,76.644375,1
색상_L*,76.434,1
색상_L*,76.571,1
색상_L*,76.568,1
색상_L*,29.6665,1
색상_L*,29.5215,1
색상_L*,29.685,1
색상_L*,29.838,1
색상_L*,18.3215,1
색상_L*,18.3925,1
색상_L*,18.288,1
색상_L*,21.858,1
색상_L*,24.593,1
색상_L*,24.464,1
색상_L*,24.5305,1
색상_L*,24.529,1
색상_L*,24.364,1
색상_L*,74.0375,1
색상_L*,24.5315,1
색상_L*,24.769,1
색상_L*,24.779,1
색상_L*,20.069,1
색상_L*,18.25,1
색상_L*,20.3555,1
색상_L*,20.439,1
색상_L*,20.4925,1
색상_L*,20.4715,1
색상_L*,20.6115,1
색상_L*,20.5815,1
색상_L*,20.499,1
색상_L*,18.755,1
색상_L*,18.6405,1
색상_L*,19.085,1
색상_L*,19.1575,1
색상_L*,18.965,1
색상_L*,18.8455,1
색상_L*,57.1815,1
색상_L*,54.8715,1
색상_L*,53.5465,1
색상_L*,53.964,1
색상_L*,53.4965,1
색상_L*,53.503,1
색상_L*,76.153,1
색상_L*,76.0655,1
색상_L*,75.8365,1
색상_L*,75.898,1
색상_L*,75.979,1
색상_L*,75.9965,1
색상_L*,76.029,1
색상_L*,75.9175,1
색상_L*,76.1365,1
색상_L*,69.9775,1
색상_L*,69.6715,1
색상_L*,69.524,1
색상_L*,69.4715,1
색상_L*,69.439,1
색상_L*,69.5855,1
색상_L*,76.795,1
색상_L*,76.882,1
색상_L*,76.7775,1
색상_L*,53.049,1
색상_L*,56.093,1
색상_L*,52.859,1
색상_L*,53.134,1
색상_L*,53.124,1
색상_L*,63.905,1
색상_L*,56.499,1
색상_L*,54.0715,1
색상_L*,53.0465,1
색상_L*,53.2965,1
색상_L*,54.719,1
색상_L*,76.836125,1
색상_L*,54.813,1
색상_L*,52.1025,1
색상_L*,63.0555,1
색상_L*,55.1775,1
색상_L*,56.5425,1
색상_L*,54.125,1
색상_L*,53.158,1
색상_L*,52.935,1
색상_L*,53.34,1
색상_L*,69.7575,1
색상_L*,69.6065,1
색상_L*,69.7465,1
색상_L*,22.789,1
색상_L*,31.665,1
색상_L*,27.3705,1
색상_L*,26.0775,1
색상_L*,25.7755,1
색상_L*,26.338,1
색상_L*,26.154,1
색상_L*,26.2875,1
색상_L*,26.234,1
색상_L*,22.963,1
색상_L*,22.419,1
색상_L*,31.6565,1
색상_L*,22.723,1
색상_L*,22.7615,1
색상_L*,22.765,1
색상_L*,22.8815,1
색상_L*,22.6955,1
색상_L*,22.849,1
색상_L*,22.7075,1
색상_L*,20.0325,1
색상_L*,19.074,1
색상_L*,31.825,1
색상_L*,31.418,1
색상_L*,69.809,1
색상_L*,41.31,1
색상_L*,50.7755,1
색상_L*,50.855,1
색상_L*,51.049,1
색상_L*,51.1715,1
색상_L*,51.185,1
색상_L*,51.2105,1
색상_L*,51.4565,1
색상_L*,42.1855,1
색상_L*,41.7255,1
색상_L*,41.4605,1
색상_L*,31.3465,1
색상_L*,41.5165,1
색상_L*,41.5825,1
색상_L*,41.5525,1
색상_L*,41.579,1
색상_L*,32.8165,1
색상_L*,31.7525,1
색상_L*,31.1565,1
색상_L*,31.369,1
색상_L*,31.489,1
색상_L*,24.509,1
색상_L*,88.523,1
색상_L*,74.0355,1
색상_L*,70.669,1
색상_L*,53.773,1
색상_L*,53.493,1
색상_L*,54.9565,1
색상_L*,61.9815,1
색상_L*,55.7665,1
색상_L*,54.8455,1
색상_L*,57.2055,1
색상_L*,53.2215,1
색상_L*,53.188,1
색상_L*,69.6275,1
색상_L*,55.2815,1
색상_L*,54.809,1
색상_L*,54.444,1
색상_L*,57.9405,1
색상_L*,56.5855,1
색상_L*,53.389,1
색상_L*,53.404,1
색상_L*,52.1815,1
색상_L*,70.4615,1
색상_L*,69.4915,1
색상_L*,69.09,1
색상_L*,54.069,1
색상_L*,54.434,1
색상_L*,60.059,1
색상_L*,54.72,1
색상_L*,70.75,1
색상_L*,70.4165,1
색상_L*,71.5465,1
색상_L*,55.818,1
색상_L*,58.4505,1
색상_L*,58.874,1
색상_L*,60.0215,1
색상_L*,54.924,1
색상_L*,54.855,1
색상_L*,54.5915,1
색상_L*,61.4615,1
색상_L*,69.859,1
색상_L*,62.249,1
색상_L*,61.5925,1
색상_L*,60.3575,1
색상_L*,58.6275,1
색상_L*,54.404,1
색상_L*,54.2355,1
색상_L*,69.0605,1
색상_L*,62.6775,1
색상_L*,69.0255,1
색상_L*,69.0415,1
색상_L*,69.0625,1
색상_L*,25.969,1
색상_L*,35.7355,1
색상_L*,27.4975,1
색상_L*,25.9815,1
색상_L*,26.2065,1
색상_L*,26.125,1
색상_L*,25.7825,1
색상_L*,25.944,1
색상_L*,25.7965,1
색상_L*,25.773,1
색상_L*,25.5765,1
색상_L*,35.514,1
색상_L*,22.7215,1
색상_L*,22.4305,1
색상_L*,22.283,1
색상_L*,22.4765,1
색상_L*,22.5915,1
색상_L*,22.3675,1
색상_L*,22.4665,1
색상_L*,70.474,1
색상_L*,69.5615,1
색상_L*,35.5865,1
색상_L*,35.6865,1
색상_L*,68.994,1
색상_L*,50.438,1
색상_L*,69.584,1
색상_L*,51.5265,1
색상_L*,50.0025,1
색상_L*,50.2155,1
색상_L*,50.169,1
색상_L*,50.019,1
색상_L*,50.118,1
색상_L*,50.3115,1
색상_L*,50.2965,1
색상_L*,42.169,1
색상_L*,35.613,1
색상_L*,41.16,1
색상_L*,41.0765,1
색상_L*,41.1215,1
색상_L*,41.288,1
색상_L*,41.424,1
색상_L*,41.5415,1
색상_L*,41.5865,1
색상_L*,35.4005,1
색상_L*,35.525,1
색상_L*,70.7325,1
색상_L*,70.4765,1
색상_L*,70.2265,1
색상_L*,70.4715,1
색상_L*,25.9105,1
색상_L*,26.023,1
색상_L*,80.269625,1
색상_L*,80.11,1
색상_L*,80.27375,1
색상_L*,80.34775,1
색상_L*,80.075,1
색상_L*,79.019375,1
색상_L*,78.8365,1
색상_L*,78.98475,1
색상_L*,78.999,1
색상_L*,78.8515,1
색상_L*,82.34725,1
색상_L*,82.37525,1
색상_L*,83.0325,1
색상_L*,82.844,1
색상_L*,82.972,1
색상_L*,83.01775,1
색상_L*,82.958,1
색상_L*,84.5765,1
색상_L*,84.5375,1
색상_L*,25.905,1
색상_L*,25.904,1
색상_L*,25.594,1
색상_L*,44.7375,1
색상_L*,79.842375,1
색상_L*,79.809,1
색상_L*,79.86825,1
색상_L*,79.88525,1
색상_L*,45.028,1
색상_L*,44.3415,1
색상_L*,44.51175,1
색상_L*,44.479,1
색상_L*,44.960625,1
색상_L*,44.90225,1
색상_L*,25.7055,1
색상_L*,44.90775,1
색상_L*,44.769,1
색상_L*,49.174,1
색상_L*,49.2215,1
색상_L*,49.219,1
색상_L*,49.238,1
색상_L*,49.074,1
색상_L*,49.0515,1
색상_L*,25.584,1
색상_L*,84.524,1
색상_L*,84.4985,1
색상_L*,84.6125,1
색상_L*,36.824,1
색상_L*,74.544,1
색상_L*,74.4605,1
색상_L*,74.4165,1
색상_L*,36.6605,1
색상_L*,36.428,1
색상_L*,36.5305,1
색상_L*,36.673,1
색상_L*,36.59,1
색상_L*,36.7465,1
색상_L*,52.434,1
색상_L*,74.6755,1
색상_L*,52.2705,1
색상_L*,52.068,1
색상_L*,51.8725,1
색상_L*,51.9375,1
색상_L*,51.8505,1
색상_L*,75.8605,1
색상_L*,70.0425,1
색상_L*,72.048,1
색상_L*,71.1065,1
색상_L*,74.489,1
색상_L*,74.6775,1
색상_L*,89.896,1
색상_L*,28.165,1
색상_L*,89.859,1
색상_L*,89.86525,1
색상_L*,89.72725,1
색상_L*,89.895,1
색상_L*,30.174,1
색상_L*,30.4215,1
색상_L*,30.484,1
색상_L*,30.4365,1
색상_L*,30.319,1
색상_L*,28.2225,1
색상_L*,74.8025,1
색상_L*,28.1155,1
색상_L*,28.433,1
색상_L*,28.474,1
색상_L*,47.2665,1
색상_L*,47.284,1
색상_L*,47.29,1
색상_L*,47.078,1
색상_L*,47.219,1
색상_L*,47.199,1
색상_L*,70.329,1
색상_L*,70.4015,1
색상_L*,74.0915,1
색상_L*,75.704,1
색상_L*,53.384,1
색상_L*,53.1475,1
색상_L*,59.335,1
색상_L*,46.9015,1
색상_L*,53.203,1
색상_L*,50.3205,1
색상_L*,47.03,1
색상_L*,47.005,1
색상_L*,47.114,1
색상_L*,46.7665,1
색상_L*,46.7565,1
색상_L*,46.8975,1
색상_L*,58.8775,1
색상_L*,44.99,1
색상_L*,49.143,1
색상_L*,44.6865,1
색상_L*,44.7215,1
색상_L*,45.7915,1
색상_L*,44.673,1
색상_L*,44.5615,1
색상_L*,88.2425,1
색상_L*,53.1605,1
색상_L*,53.1505,1
색상_L*,53.159,1
색상_L*,62.7805,1
색상_L*,75.644,1
색상_L*,75.6115,1
색상_L*,75.4415,1
색상_L*,63.2415,1
색상_L*,62.678,1
색상_L*,62.904,1
색상_L*,62.8865,1
색상_L*,62.8625,1
색상_L*,62.7825,1
색상_L*,62.7465,1
색상_L*,56.38,1
색상_L*,62.67,1
색상_L*,60.748,1
색상_L*,56.7105,1
색상_L*,56.779,1
색상_L*,56.649,1
색상_L*,56.694,1
색상_L*,56.7925,1
색상_L*,56.7475,1
색상_L*,56.6475,1
색상_L*,88.0365,1
색상_L*,87.6155,1
색상_L*,87.7415,1
색상_L*,72.5315,1
색상_L*,77.329,1
색상_L*,77.1315,1
색상_L*,76.7705,1
색상_L*,76.4705,1
색상_L*,78.7575,1
색상_L*,76.2065,1
색상_L*,72.7855,1
색상_L*,72.7715,1
색상_L*,73.56,1
색상_L*,72.5515,1
색상_L*,78.963,1
색상_L*,72.489,1
색상_L*,71.9165,1
색상_L*,74.8655,1
색상_L*,71.8465,1
색상_L*,71.8855,1
색상_L*,72.805,1
색상_L*,73.178,1
색상_L*,71.118,1
색상_L*,70.77,1
색상_L*,78.569,1
색상_L*,78.934,1
색상_L*,87.8725,1
색상_L*,81.92,1
색상_L*,87.839,1
색상_L*,87.6915,1
색상_L*,87.6065,1
색상_L*,87.558,1
색상_L*,87.975,1
색상_L*,83.2815,1
색상_L*,81.3405,1
색상_L*,81.975,1
색상_L*,82.0,1
색상_L*,81.824,1
색상_L*,78.9215,1
색상_L*,81.7815,1
색상_L*,82.0265,1
색상_L*,81.9005,1
색상_L*,81.564,1
색상_L*,80.924,1
색상_L*,78.9205,1
색상_L*,79.4075,1
색상_L*,79.238,1
색상_L*,79.1615,1
색상_L*,75.6365,1
색상_L*,75.6725,1
색상_L*,70.3705,1
색상_L*,75.7075,1
색상_L*,37.149,1
색상_L*,29.449,1
색상_L*,27.534,1
색상_L*,29.52,1
색상_L*,27.628,1
색상_L*,27.7665,1
색상_L*,27.344,1
색상_L*,27.299,1
색상_L*,28.1475,1
색상_L*,27.384,1
색상_L*,26.6615,1
색상_L*,23.9865,1
색상_L*,24.2955,1
색상_L*,23.598,1
색상_L*,23.634,1
색상_L*,23.615,1
색상_L*,23.945,1
색상_L*,73.2955,1
색상_L*,72.5175,1
색상_L*,72.715,1
색상_L*,72.504,1
색상_L*,36.9975,1
색상_L*,37.0555,1
색상_L*,37.0455,1
색상_L*,52.5065,1
색상_L*,70.459,1
색상_L*,70.354,1
색상_L*,69.5515,1
색상_L*,51.3475,1
색상_L*,52.3025,1
색상_L*,52.209,1
색상_L*,52.349,1
색상_L*,52.388,1
색상_L*,52.4325,1
색상_L*,51.7725,1
색상_L*,36.39,1
색상_L*,43.629,1
색상_L*,42.689,1
색상_L*,42.4,1
색상_L*,42.984,1
색상_L*,42.4755,1
색상_L*,42.8555,1
색상_L*,43.0005,1
색상_L*,42.7115,1
색상_L*,36.1965,1
색상_L*,72.3755,1
색상_L*,72.4505,1
색상_L*,72.578,1
색상_L*,33.805,1
색상_L*,42.1625,1
색상_L*,36.279,1
색상_L*,33.7315,1
색상_L*,32.9705,1
색상_L*,33.1,1
색상_L*,33.2865,1
색상_L*,33.2175,1
색상_L*,33.2665,1
색상_L*,33.179,1
색상_L*,29.8555,1
색상_L*,41.968,1
색상_L*,29.974,1
색상_L*,29.319,1
색상_L*,29.6365,1
색상_L*,29.649,1
색상_L*,29.7305,1
색상_L*,29.674,1
색상_L*,29.6275,1
색상_L*,76.0465,1
색상_L*,75.758,1
색상_L*,42.2115,1
색상_L*,41.819,1
색상_L*,72.4165,1
색상_L*,67.349,1
색상_L*,72.5475,1
색상_L*,67.9105,1
색상_L*,66.8915,1
색상_L*,55.69,1
색상_L*,55.803,1
색상_L*,55.7915,1
색상_L*,55.6855,1
색상_L*,55.7175,1
색상_L*,55.8655,1
색상_L*,48.0215,1
색상_L*,41.664,1
색상_L*,47.4175,1
색상_L*,46.9275,1
색상_L*,47.305,1
색상_L*,47.113,1
색상_L*,47.1805,1
색상_L*,47.228,1
색상_L*,47.2365,1
색상_L*,41.879,1
색상_L*,41.614,1
색상_L*,77.264,1
색상_L*,77.30375,1
색상_L*,77.3065,1
색상_L*,50.8215,1
색상_L*,84.019,1
색상_L*,84.034,1
색상_L*,83.9655,1
색상_L*,83.889,1
색상_L*,83.979,1
색상_L*,83.8615,1
색상_L*,83.803,1
색상_L*,83.749,1
색상_L*,83.4225,1
색상_L*,56.7065,1
색상_L*,56.698,1
색상_L*,56.384,1
색상_L*,55.8765,1
색상_L*,55.999,1
색상_L*,56.358,1
색상_L*,56.48,1
색상_L*,56.3365,1
색상_L*,56.9075,1
색상_L*,41.5905,1
색상_L*,41.5075,1
색상_L*,40.7415,1
색상_L*,84.448,1
색상_L*,59.915,1
색상_L*,59.46,1
색상_L*,48.8575,1
색상_L*,70.2865,1
색상_L*,69.9315,1
색상_L*,70.054,1
색상_L*,70.0225,1
색상_L*,70.059,1
색상_L*,69.9765,1
색상_L*,69.889,1
색상_L*,70.2,1
색상_L*,48.7205,1
색상_L*,47.8215,1
색상_L*,59.4875,1
색상_L*,48.293,1
색상_L*,48.455,1
색상_L*,48.5765,1
색상_L*,48.6215,1
색상_L*,48.8865,1
색상_L*,60.1225,1
색상_L*,60.049,1
색상_L*,59.45,1
색상_L*,59.514,1
색상_L*,41.19,1
색상_L*,41.3905,1
색상_L*,41.269,1
색상_L*,81.41,1
색상_L*,53.4605,1
색상_L*,53.429,1
색상_L*,53.423,1
색상_L*,53.295,1
색상_L*,53.589,1
색상_L*,82.039,1
색상_L*,81.17,1
색상_L*,81.5425,1
색상_L*,81.6275,1
색상_L*,81.294,1
색상_L*,53.424,1
색상_L*,81.1875,1
색상_L*,81.3015,1
색상_L*,80.56,1
색상_L*,35.909,1
색상_L*,36.179,1
색상_L*,35.3805,1
색상_L*,35.528,1
색상_L*,35.7615,1
색상_L*,35.7515,1
색상_L*,53.3975,1
색상_L*,53.735,1
색상_L*,41.4315,1
색상_L*,64.225,1
색상_L*,41.533,1
색상_L*,41.5405,1
색상_L*,64.939,1
색상_L*,64.715,1
색상_L*,64.2275,1
색상_L*,64.394,1
색상_L*,64.3565,1
색상_L*,64.433,1
색상_L*,64.329,1
색상_L*,64.5415,1
색상_L*,53.9105,1
색상_L*,39.074,1
색상_L*,39.014,1
색상_L*,38.7075,1
색상_L*,38.888,1
색상_L*,38.9305,1
색상_L*,39.029,1
색상_L*,39.128,1
색상_L*,39.1005,1
색상_L*,38.9515,1
색상_L*,70.4805,1
색상_L*,50.5375,1
색상_L*,77.3315,1
색상_L*,50.33,1
색상_L*,78.5475,1
색상_L*,78.694,1
색상_L*,78.755,1
색상_L*,78.713,1
색상_L*,78.6025,1
색상_L*,78.6815,1
색상_L*,78.5665,1
색상_L*,78.8415,1
색상_L*,81.508,1
색상_L*,81.3465,1
색상_L*,81.3055,1
색상_L*,81.308,1
색상_L*,81.315,1
색상_L*,81.379,1
색상_L*,81.2765,1
색상_L*,81.1815,1
색상_L*,81.2275,1
색상_L*,88.944,1
색상_L*,88.509,1
색상_L*,88.479,1
색상_L*,88.5225,1
색상_L*,78.843,1
색상_L*,79.0705,1
색상_L*,90.314,1
색상_L*,78.0065,1
색상_L*,74.463,1
색상_L*,74.3655,1
색상_L*,74.274,1
색상_L*,74.3055,1
색상_L*,78.148,1
색상_L*,78.014,1
색상_L*,78.024,1
색상_L*,77.8965,1
색상_L*,78.0765,1
색상_L*,78.0365,1
색상_L*,89.925,1
색상_L*,78.0665,1
색상_L*,77.9415,1
색상_L*,90.564,1
색상_L*,90.2925,1
색상_L*,90.0725,1
색상_L*,89.8765,1
색상_L*,89.919,1
색상_L*,89.903,1
색상_L*,89.9355,1
색상_L*,45.73,1
색상_L*,88.3815,1
색상_L*,88.4615,1
색상_L*,63.8215,1
색상_L*,65.7105,1
색상_L*,65.7375,1
색상_L*,65.7915,1
색상_L*,65.72,1
색상_L*,65.7815,1
색상_L*,65.7365,1
색상_L*,65.93,1
색상_L*,64.343,1
색상_L*,63.5465,1
색상_L*,64.14,1
색상_L*,65.9015,1
색상_L*,63.9815,1
색상_L*,64.2865,1
색상_L*,64.25,1
색상_L*,64.6725,1
색상_L*,50.699,1
색상_L*,50.9705,1
색상_L*,50.059,1
색상_L*,50.0655,1
색상_L*,50.1075,1
색상_L*,65.813,1
색상_L*,66.1865,1
색상_L*,88.449,1
색상_L*,58.429,1
색상_L*,88.505,1
색상_L*,59.259,1
색상_L*,59.399,1
색상_L*,57.53,1
색상_L*,57.7455,1
색상_L*,57.953,1
색상_L*,58.014,1
색상_L*,58.27,1
색상_L*,58.2815,1
색상_L*,59.2965,1
색상_L*,57.929,1
색상_L*,57.735,1
색상_L*,57.888,1
색상_L*,56.86,1
색상_L*,56.7915,1
색상_L*,57.134,1
색상_L*,57.3965,1
색상_L*,57.2315,1
색상_L*,57.4975,1
색상_L*,57.4765,1
색상_L*,35.8255,1
색상_L*,35.9925,1
색상_L*,36.1905,1
색상_L*,32.913,1
색상_L*,52.8815,1
